0	synthea	1.6.5	2019-03-12	\N	\N	1120
1804	3027114	2015	8532	5	\N	32
1804	3027114	2015	8532	6	\N	19
1804	3027114	2015	8532	7	\N	19
1804	3027114	2016	8507	3	\N	24
1804	3027114	2016	8507	4	\N	25
1804	3027114	2016	8507	5	\N	31
1804	3027114	2016	8507	6	\N	23
1804	3027114	2016	8507	7	\N	17
1804	3027114	2016	8507	8	\N	7
1804	3027114	2016	8532	3	\N	11
1804	3027114	2016	8532	4	\N	32
1804	3027114	2016	8532	5	\N	39
1804	3027114	2016	8532	6	\N	23
1804	3027114	2016	8532	7	\N	21
1804	3027114	2016	8532	8	\N	7
1804	3027114	2017	8507	3	\N	24
1804	3027114	2017	8507	4	\N	15
1804	3027114	2017	8507	5	\N	34
1804	3027114	2017	8507	6	\N	26
1804	3027114	2017	8507	7	\N	19
1804	3027114	2017	8532	3	\N	28
1804	3027114	2017	8532	4	\N	22
1804	3027114	2017	8532	5	\N	28
1804	3027114	2017	8532	6	\N	25
1804	3027114	2017	8532	7	\N	19
1804	3027114	2017	8532	8	\N	9
1804	3027114	2018	8507	3	\N	14
1804	3027114	2018	8507	4	\N	20
1804	3027114	2018	8507	5	\N	25
1804	3027114	2018	8507	6	\N	21
1804	3027114	2018	8507	7	\N	21
1804	3027114	2018	8507	8	\N	10
1804	3027114	2018	8532	3	\N	24
1804	3027114	2018	8532	4	\N	19
1804	3027114	2018	8532	5	\N	30
1804	3027114	2018	8532	6	\N	28
1804	3027114	2018	8532	7	\N	17
1804	3027114	2018	8532	8	\N	8
1804	3027231	2013	8532	1	\N	6
1804	3027970	2009	8507	5	\N	11
1804	3027970	2009	8507	6	\N	9
1804	3027970	2009	8532	5	\N	7
1804	3027970	2009	8532	6	\N	12
1804	3027970	2010	8507	5	\N	12
1804	3027970	2010	8507	6	\N	11
1804	3027970	2010	8532	5	\N	8
1804	3027970	2010	8532	6	\N	8
1804	3027970	2010	8532	7	\N	8
1804	3027970	2011	8507	5	\N	13
1804	3027970	2011	8507	6	\N	12
1804	3027970	2011	8507	7	\N	6
1804	3027970	2011	8532	5	\N	10
1804	3027970	2011	8532	6	\N	6
1804	3027970	2011	8532	7	\N	9
1804	3027970	2012	8507	5	\N	14
1804	3027970	2012	8507	6	\N	13
1804	3027970	2012	8507	7	\N	7
1804	3027970	2012	8532	5	\N	11
1804	3027970	2012	8532	7	\N	12
1804	3027970	2013	8507	5	\N	12
1804	3027970	2013	8507	6	\N	14
1804	3027970	2013	8507	7	\N	7
1804	3027970	2013	8532	5	\N	12
1804	3027970	2013	8532	7	\N	12
1804	3027970	2014	8507	5	\N	11
1804	3027970	2014	8507	6	\N	13
1804	3027970	2014	8507	7	\N	7
1804	3027970	2014	8532	5	\N	11
1804	3027970	2014	8532	6	\N	9
1804	3027970	2014	8532	7	\N	11
1804	3027970	2015	8507	5	\N	13
1804	3027970	2015	8507	6	\N	12
1804	3027970	2015	8507	7	\N	8
1804	3027970	2015	8532	5	\N	12
1804	3027970	2015	8532	6	\N	7
1804	3027970	2015	8532	7	\N	12
1804	3027970	2016	8507	5	\N	13
1804	3027970	2016	8507	6	\N	12
1804	3027970	2016	8507	7	\N	11
1804	3027970	2016	8532	5	\N	10
1804	3027970	2016	8532	6	\N	9
1804	3027970	2016	8532	7	\N	10
1804	3027970	2017	8507	5	\N	12
1804	3027970	2017	8507	6	\N	13
1804	3027970	2017	8507	7	\N	14
1804	3027970	2017	8532	5	\N	10
1804	3027970	2017	8532	6	\N	12
1804	3027970	2017	8532	7	\N	11
1804	3027970	2018	8507	5	\N	11
1804	3027970	2018	8507	6	\N	11
1804	3027970	2018	8507	7	\N	15
1804	3027970	2018	8532	5	\N	8
1804	3027970	2018	8532	6	\N	12
1804	3027970	2018	8532	7	\N	11
1804	3032503	1989	8507	7	\N	6
1804	3032503	2004	8532	6	\N	6
1804	3032503	2005	8532	6	\N	6
1804	3032503	2009	8507	3	\N	7
1804	3032503	2009	8507	4	\N	16
1804	3032503	2009	8507	5	\N	30
1804	3032503	2009	8507	6	\N	25
1804	3032503	2009	8507	7	\N	11
1804	3032503	2009	8507	8	\N	7
1804	3032503	2009	8507	9	\N	6
1804	3032503	2009	8532	3	\N	6
1804	3032503	2009	8532	4	\N	17
1804	3032503	2009	8532	5	\N	33
1804	3032503	2009	8532	6	\N	25
1804	3032503	2009	8532	7	\N	13
1804	3032503	2010	8507	3	\N	7
1804	3032503	2010	8507	4	\N	19
1804	3032503	2010	8507	5	\N	30
1804	3032503	2010	8507	6	\N	27
1804	3032503	2010	8507	7	\N	12
1804	3032503	2010	8507	9	\N	6
1804	3032503	2010	8532	3	\N	8
1804	3032503	2010	8532	4	\N	13
1804	3032503	2010	8532	5	\N	33
1804	3032503	2010	8532	6	\N	21
1804	3032503	2010	8532	7	\N	20
1804	3032503	2011	8507	4	\N	19
1804	3032503	2011	8507	5	\N	33
1804	3032503	2011	8507	6	\N	28
1804	3032503	2011	8507	7	\N	14
1804	3032503	2011	8532	3	\N	7
1804	3032503	2011	8532	4	\N	18
1804	3032503	2011	8532	5	\N	36
1804	3032503	2011	8532	6	\N	20
1804	3032503	2011	8532	7	\N	21
1804	3032503	2012	8507	3	\N	7
1804	3032503	2012	8507	4	\N	18
1804	3032503	2012	8507	5	\N	36
1804	3032503	2012	8507	6	\N	28
1804	3032503	2012	8507	7	\N	16
1804	3032503	2012	8507	9	\N	6
1804	3032503	2012	8532	4	\N	11
1804	3032503	2012	8532	5	\N	42
1804	3032503	2012	8532	6	\N	17
1804	3032503	2012	8532	7	\N	24
1804	3032503	2013	8507	3	\N	6
1804	3032503	2013	8507	4	\N	15
1804	3032503	2013	8507	5	\N	37
1804	3032503	2013	8507	6	\N	32
1804	3032503	2013	8507	7	\N	14
1804	3032503	2013	8532	3	\N	6
1804	3032503	2013	8532	4	\N	19
1804	3032503	2013	8532	5	\N	48
1804	3032503	2013	8532	6	\N	19
1804	3032503	2013	8532	7	\N	24
1804	3032503	2014	8507	4	\N	22
1804	3032503	2014	8507	5	\N	36
1804	3032503	2014	8507	6	\N	26
1804	3032503	2014	8507	7	\N	14
1804	3032503	2014	8507	8	\N	8
1804	3032503	2014	8532	3	\N	7
1804	3032503	2014	8532	4	\N	15
1804	3032503	2014	8532	5	\N	41
1804	3032503	2014	8532	6	\N	24
1804	3032503	2014	8532	7	\N	21
1804	3032503	2014	8532	8	\N	6
1804	3032503	2015	8507	4	\N	12
1804	3032503	2015	8507	5	\N	36
1804	3032503	2015	8507	6	\N	25
1804	3032503	2015	8507	7	\N	14
1804	3032503	2015	8507	8	\N	9
1804	3032503	2015	8532	4	\N	20
1804	3032503	2015	8532	5	\N	39
1804	3032503	2015	8532	6	\N	23
1804	3032503	2015	8532	7	\N	25
1804	3032503	2015	8532	8	\N	7
1804	3032503	2016	8507	3	\N	7
1804	3032503	2016	8507	4	\N	19
1804	3032503	2016	8507	5	\N	34
1804	3032503	2016	8507	6	\N	31
1804	3032503	2016	8507	7	\N	17
1804	3032503	2016	8507	8	\N	10
1804	3032503	2016	8532	4	\N	19
1804	3032503	2016	8532	5	\N	42
1804	3032503	2016	8532	6	\N	23
1804	3032503	2016	8532	7	\N	23
1804	3032503	2016	8532	8	\N	9
1804	3032503	2017	8507	3	\N	12
1804	3032503	2017	8507	4	\N	14
1804	3032503	2017	8507	5	\N	36
1804	3032503	2017	8507	6	\N	29
1804	3032503	2017	8507	7	\N	20
1804	3032503	2017	8507	8	\N	8
1804	3032503	2017	8532	3	\N	7
1804	3032503	2017	8532	4	\N	17
1804	3032503	2017	8532	5	\N	44
1804	3032503	2017	8532	6	\N	26
1804	3032503	2017	8532	7	\N	24
1804	3032503	2017	8532	8	\N	9
1804	3032503	2018	8507	3	\N	6
1804	3032503	2018	8507	4	\N	19
1804	3032503	2018	8507	5	\N	35
1804	3032503	2018	8507	6	\N	27
1804	3032503	2018	8507	7	\N	22
1804	3032503	2018	8507	8	\N	11
1804	3032503	2018	8532	3	\N	6
1804	3032503	2018	8532	4	\N	19
1804	3032503	2018	8532	5	\N	40
1804	3032503	2018	8532	6	\N	29
1804	3032503	2018	8532	7	\N	24
1804	3032503	2018	8532	8	\N	10
1804	3035995	2009	8507	5	\N	11
1804	3035995	2009	8507	6	\N	9
1804	3035995	2009	8532	5	\N	7
1804	3035995	2009	8532	6	\N	12
1804	3035995	2010	8507	5	\N	12
1804	3035995	2010	8507	6	\N	11
1804	3035995	2010	8532	5	\N	8
1804	3035995	2010	8532	6	\N	8
1804	3035995	2010	8532	7	\N	8
1804	3035995	2011	8507	5	\N	13
1804	3035995	2011	8507	6	\N	12
1804	3035995	2011	8507	7	\N	6
1804	3035995	2011	8532	5	\N	10
1804	3035995	2011	8532	6	\N	6
1804	3035995	2011	8532	7	\N	9
1804	3035995	2012	8507	5	\N	14
1804	3035995	2012	8507	6	\N	13
1804	3035995	2012	8507	7	\N	7
1804	3035995	2012	8532	5	\N	11
1804	3035995	2012	8532	7	\N	12
1804	3035995	2013	8507	5	\N	12
1804	3035995	2013	8507	6	\N	14
1804	3035995	2013	8507	7	\N	7
1804	3035995	2013	8532	5	\N	12
1804	3035995	2013	8532	7	\N	12
1804	3035995	2014	8507	5	\N	11
1804	3035995	2014	8507	6	\N	13
1804	3035995	2014	8507	7	\N	7
1804	3035995	2014	8532	5	\N	11
1804	3035995	2014	8532	6	\N	9
1804	3035995	2014	8532	7	\N	11
1804	3035995	2015	8507	5	\N	13
1804	3035995	2015	8507	6	\N	12
1804	3035995	2015	8507	7	\N	8
1804	3035995	2015	8532	5	\N	12
1804	3035995	2015	8532	6	\N	7
1804	3035995	2015	8532	7	\N	12
1804	3035995	2016	8507	5	\N	13
1804	3035995	2016	8507	6	\N	12
1804	3035995	2016	8507	7	\N	11
1804	3035995	2016	8532	5	\N	10
1804	3035995	2016	8532	6	\N	9
1804	3035995	2016	8532	7	\N	10
1804	3035995	2017	8507	5	\N	12
1804	3035995	2017	8507	6	\N	13
1804	3035995	2017	8507	7	\N	14
1804	3035995	2017	8532	5	\N	10
1804	3035995	2017	8532	6	\N	12
1804	3035995	2017	8532	7	\N	11
1804	3035995	2018	8507	5	\N	11
1804	3035995	2018	8507	6	\N	11
1804	3035995	2018	8507	7	\N	15
1804	3035995	2018	8532	5	\N	8
1804	3035995	2018	8532	6	\N	12
1804	3035995	2018	8532	7	\N	11
1804	3036277	1981	8532	7	\N	6
1804	3036277	1983	8532	7	\N	6
1804	3036277	1984	8507	7	\N	6
1804	3036277	1984	8532	7	\N	6
1804	3036277	1985	8507	7	\N	6
1804	3036277	1985	8532	7	\N	6
1804	3036277	1986	8507	7	\N	6
1804	3036277	1986	8532	7	\N	6
1804	3036277	1987	8532	7	\N	6
1804	3036277	1990	8532	8	\N	6
1804	3036277	1992	8532	8	\N	6
1804	3036277	1993	8532	8	\N	6
1804	3036277	1994	8532	8	\N	6
1804	3036277	1995	8532	8	\N	6
1804	3036277	2002	8532	5	\N	6
1804	3036277	2003	8532	5	\N	7
1804	3036277	2004	8532	6	\N	7
1804	3036277	2005	8532	6	\N	7
1804	3036277	2007	8507	6	\N	6
1804	3036277	2009	8507	0	\N	53
1804	3036277	2009	8507	1	\N	79
1804	3036277	2009	8507	2	\N	24
1804	3036277	2009	8507	3	\N	20
1804	3036277	2009	8507	4	\N	34
1804	3036277	2009	8507	5	\N	46
1804	3036277	2009	8507	6	\N	35
1804	3036277	2009	8507	7	\N	15
1804	3036277	2009	8507	8	\N	8
1804	3036277	2009	8507	9	\N	7
1804	3036277	2009	8532	0	\N	49
1804	3036277	2009	8532	1	\N	66
1804	3036277	2009	8532	2	\N	32
1804	3036277	2009	8532	3	\N	32
1804	3036277	2009	8532	4	\N	31
1804	3036277	2009	8532	5	\N	58
1804	3036277	2009	8532	6	\N	38
1804	3036277	2009	8532	7	\N	19
1804	3036277	2009	8532	9	\N	7
1804	3036277	2010	8507	0	\N	51
1804	3036277	2010	8507	1	\N	73
1804	3036277	2010	8507	2	\N	30
1804	3036277	2010	8507	3	\N	24
1804	3036277	2010	8507	4	\N	35
1804	3036277	2010	8507	5	\N	52
1804	3036277	2010	8507	6	\N	39
1804	3036277	2010	8507	7	\N	17
1804	3036277	2010	8507	8	\N	6
1804	3036277	2010	8507	9	\N	6
1804	3036277	2010	8532	0	\N	55
1804	3036277	2010	8532	1	\N	63
1804	3036277	2010	8532	2	\N	18
1804	3036277	2010	8532	3	\N	22
1804	3036277	2010	8532	4	\N	35
1804	3036277	2010	8532	5	\N	55
1804	3036277	2010	8532	6	\N	41
1804	3036277	2010	8532	7	\N	27
1804	3036277	2011	8507	0	\N	56
1804	3036277	2011	8507	1	\N	77
1804	3036277	2011	8507	2	\N	27
1804	3036277	2011	8507	3	\N	27
1804	3036277	2011	8507	4	\N	34
1804	3036277	2011	8507	5	\N	51
1804	3036277	2011	8507	6	\N	43
1804	3036277	2011	8507	7	\N	18
1804	3036277	2011	8507	8	\N	6
1804	3036277	2011	8532	0	\N	56
1804	3036277	2011	8532	1	\N	62
1804	3036277	2011	8532	2	\N	33
1804	3036277	2011	8532	3	\N	27
1804	3036277	2011	8532	4	\N	37
1804	3036277	2011	8532	5	\N	63
1804	3036277	2011	8532	6	\N	39
1804	3036277	2011	8532	7	\N	30
1804	3036277	2012	8507	0	\N	52
1804	3036277	2012	8507	1	\N	74
1804	3036277	2012	8507	2	\N	25
1804	3036277	2012	8507	3	\N	19
1804	3036277	2012	8507	4	\N	37
1804	3036277	2012	8507	5	\N	55
1804	3036277	2012	8507	6	\N	42
1804	3036277	2012	8507	7	\N	21
1804	3036277	2012	8507	9	\N	7
1804	3036277	2012	8532	0	\N	54
1804	3036277	2012	8532	1	\N	65
1804	3036277	2012	8532	2	\N	25
1804	3036277	2012	8532	3	\N	30
1804	3036277	2012	8532	4	\N	30
1804	3036277	2012	8532	5	\N	66
1804	3036277	2012	8532	6	\N	39
1804	3036277	2012	8532	7	\N	34
1804	3036277	2013	8507	0	\N	56
1804	3036277	2013	8507	1	\N	76
1804	3036277	2013	8507	2	\N	25
1804	3036277	2013	8507	3	\N	25
1804	3036277	2013	8507	4	\N	32
1804	3036277	2013	8507	5	\N	56
1804	3036277	2013	8507	6	\N	45
1804	3036277	2013	8507	7	\N	20
1804	3036277	2013	8532	0	\N	51
1804	3036277	2013	8532	1	\N	65
1804	3036277	2013	8532	2	\N	18
1804	3036277	2013	8532	3	\N	20
1804	3036277	2013	8532	4	\N	39
1804	3036277	2013	8532	5	\N	67
1804	3036277	2013	8532	6	\N	40
1804	3036277	2013	8532	7	\N	35
1804	3036277	2014	8507	0	\N	53
1804	3036277	2014	8507	1	\N	73
1804	3036277	2014	8507	2	\N	32
1804	3036277	2014	8507	3	\N	26
1804	3036277	2014	8507	4	\N	43
1804	3036277	2014	8507	5	\N	58
1804	3036277	2014	8507	6	\N	38
1804	3036277	2014	8507	7	\N	21
1804	3036277	2014	8507	8	\N	11
1804	3036277	2014	8507	10	\N	6
1804	3036277	2014	8532	0	\N	57
1804	3036277	2014	8532	1	\N	63
1804	3036277	2014	8532	2	\N	27
1804	3036277	2014	8532	3	\N	28
1804	3036277	2014	8532	4	\N	38
1804	3036277	2014	8532	5	\N	61
1804	3036277	2014	8532	6	\N	41
1804	3036277	2014	8532	7	\N	36
1804	3036277	2014	8532	8	\N	7
1804	3036277	2015	8507	0	\N	58
1804	3036277	2015	8507	1	\N	66
1804	3036277	2015	8507	2	\N	31
1804	3036277	2015	8507	3	\N	15
1804	3036277	2015	8507	4	\N	29
1804	3036277	2015	8507	5	\N	54
1804	3036277	2015	8507	6	\N	35
1804	3036277	2015	8507	7	\N	22
1804	3036277	2015	8507	8	\N	11
1804	3036277	2015	8507	10	\N	6
1804	3036277	2015	8532	0	\N	57
1804	3036277	2015	8532	1	\N	59
1804	3036277	2015	8532	2	\N	24
1804	3036277	2015	8532	3	\N	28
1804	3036277	2015	8532	4	\N	47
1804	3036277	2015	8532	5	\N	63
1804	3036277	2015	8532	6	\N	39
1804	3036277	2015	8532	7	\N	42
1804	3036277	2015	8532	8	\N	8
1804	3036277	2016	8507	0	\N	56
1804	3036277	2016	8507	1	\N	64
1804	3036277	2016	8507	2	\N	24
1804	3036277	2016	8507	3	\N	28
1804	3036277	2016	8507	4	\N	44
1804	3036277	2016	8507	5	\N	57
1804	3036277	2016	8507	6	\N	44
1804	3036277	2016	8507	7	\N	25
1804	3036277	2016	8507	8	\N	12
1804	3036277	2016	8532	0	\N	53
1804	3036277	2016	8532	1	\N	63
1804	3036277	2016	8532	2	\N	28
1804	3036277	2016	8532	3	\N	16
1804	3036277	2016	8532	4	\N	45
1804	3036277	2016	8532	5	\N	68
1804	3036277	2016	8532	6	\N	41
1804	3036277	2016	8532	7	\N	38
1804	3036277	2016	8532	8	\N	13
1804	3036277	2017	8507	0	\N	56
1804	3036277	2017	8507	1	\N	59
1804	3036277	2017	8507	2	\N	28
1804	3036277	2017	8507	3	\N	29
1804	3036277	2017	8507	4	\N	33
1804	3036277	2017	8507	5	\N	59
1804	3036277	2017	8507	6	\N	43
1804	3036277	2017	8507	7	\N	28
1804	3036277	2017	8507	8	\N	10
1804	3036277	2017	8532	0	\N	56
1804	3036277	2017	8532	1	\N	53
1804	3036277	2017	8532	2	\N	22
1804	3036277	2017	8532	3	\N	30
1804	3036277	2017	8532	4	\N	36
1804	3036277	2017	8532	5	\N	67
1804	3036277	2017	8532	6	\N	45
1804	3036277	2017	8532	7	\N	41
1804	3036277	2017	8532	8	\N	12
1804	3036277	2018	8507	0	\N	59
1804	3036277	2018	8507	1	\N	53
1804	3036277	2018	8507	2	\N	31
1804	3036277	2018	8507	3	\N	18
1804	3036277	2018	8507	4	\N	42
1804	3036277	2018	8507	5	\N	53
1804	3036277	2018	8507	6	\N	43
1804	3036277	2018	8507	7	\N	31
1804	3036277	2018	8507	8	\N	13
1804	3036277	2018	8507	10	\N	6
1804	3036277	2018	8532	0	\N	59
1804	3036277	2018	8532	1	\N	49
1804	3036277	2018	8532	2	\N	22
1804	3036277	2018	8532	3	\N	27
1804	3036277	2018	8532	4	\N	40
1804	3036277	2018	8532	5	\N	69
1804	3036277	2018	8532	6	\N	49
1804	3036277	2018	8532	7	\N	41
1804	3036277	2018	8532	8	\N	13
1804	3036277	2018	8532	10	\N	6
1804	3036780	2013	8532	1	\N	6
1804	3038553	1981	8532	7	\N	6
1804	3038553	1983	8532	7	\N	6
1804	3038553	1984	8507	7	\N	6
1804	3038553	1984	8532	7	\N	6
1804	3038553	1985	8507	7	\N	6
1804	3038553	1985	8532	7	\N	6
1804	3038553	1986	8507	7	\N	6
1804	3038553	1986	8532	7	\N	6
1804	3038553	1987	8532	7	\N	6
1804	3038553	1990	8532	8	\N	6
1804	3038553	1992	8532	8	\N	6
1804	3038553	1993	8532	8	\N	6
1804	3038553	1994	8532	8	\N	6
1804	3038553	1995	8532	8	\N	6
1804	3038553	2002	8532	5	\N	6
1804	3038553	2003	8532	5	\N	7
1804	3038553	2004	8532	6	\N	7
1804	3038553	2005	8532	6	\N	7
1804	3038553	2007	8507	6	\N	6
1804	3038553	2009	8507	0	\N	44
1804	3038553	2009	8507	1	\N	79
1804	3038553	2009	8507	2	\N	24
1804	3038553	2009	8507	3	\N	20
1804	3038553	2009	8507	4	\N	34
1804	3038553	2009	8507	5	\N	46
1804	3038553	2009	8507	6	\N	35
1804	3038553	2009	8507	7	\N	15
1804	3038553	2009	8507	8	\N	8
1804	3038553	2009	8507	9	\N	7
1804	3038553	2009	8532	0	\N	40
1804	3038553	2009	8532	1	\N	66
1804	3038553	2009	8532	2	\N	32
1804	3038553	2009	8532	3	\N	32
1804	3038553	2009	8532	4	\N	31
1804	3038553	2009	8532	5	\N	58
1804	3038553	2009	8532	6	\N	38
1804	3038553	2009	8532	7	\N	19
1804	3038553	2009	8532	9	\N	7
1804	3038553	2010	8507	0	\N	39
1804	3038553	2010	8507	1	\N	73
1804	3038553	2010	8507	2	\N	30
1804	3038553	2010	8507	3	\N	24
1804	3038553	2010	8507	4	\N	35
1804	3038553	2010	8507	5	\N	52
1804	3038553	2010	8507	6	\N	39
1804	3038553	2010	8507	7	\N	17
1804	3038553	2010	8507	8	\N	6
1804	3038553	2010	8507	9	\N	6
1804	3038553	2010	8532	0	\N	38
1804	3038553	2010	8532	1	\N	63
1804	3038553	2010	8532	2	\N	18
1804	3038553	2010	8532	3	\N	22
1804	3038553	2010	8532	4	\N	35
1804	3038553	2010	8532	5	\N	55
1804	3038553	2010	8532	6	\N	41
1804	3038553	2010	8532	7	\N	27
1804	3038553	2011	8507	0	\N	37
1804	3038553	2011	8507	1	\N	77
1804	3038553	2011	8507	2	\N	27
1804	3038553	2011	8507	3	\N	27
1804	3038553	2011	8507	4	\N	34
1804	3038553	2011	8507	5	\N	51
1804	3038553	2011	8507	6	\N	43
1804	3038553	2011	8507	7	\N	18
1804	3038553	2011	8507	8	\N	6
1804	3038553	2011	8532	0	\N	37
1804	3038553	2011	8532	1	\N	62
1804	3038553	2011	8532	2	\N	33
1804	3038553	2011	8532	3	\N	27
1804	3038553	2011	8532	4	\N	37
1804	3038553	2011	8532	5	\N	63
1804	3038553	2011	8532	6	\N	39
1804	3038553	2011	8532	7	\N	30
1804	3038553	2012	8507	0	\N	34
1804	3038553	2012	8507	1	\N	74
1804	3038553	2012	8507	2	\N	25
1804	3038553	2012	8507	3	\N	19
1804	3038553	2012	8507	4	\N	37
1804	3038553	2012	8507	5	\N	55
1804	3038553	2012	8507	6	\N	42
1804	3038553	2012	8507	7	\N	21
1804	3038553	2012	8507	9	\N	7
1804	3038553	2012	8532	0	\N	37
1804	3038553	2012	8532	1	\N	65
1804	3038553	2012	8532	2	\N	25
1804	3038553	2012	8532	3	\N	30
1804	3038553	2012	8532	4	\N	30
1804	3038553	2012	8532	5	\N	66
1804	3038553	2012	8532	6	\N	39
1804	3038553	2012	8532	7	\N	34
1804	3038553	2013	8507	0	\N	41
1804	3038553	2013	8507	1	\N	76
1804	3038553	2013	8507	2	\N	25
1804	3038553	2013	8507	3	\N	25
1804	3038553	2013	8507	4	\N	32
1804	3038553	2013	8507	5	\N	56
1804	3038553	2013	8507	6	\N	45
1804	3038553	2013	8507	7	\N	20
1804	3038553	2013	8532	0	\N	41
1804	3038553	2013	8532	1	\N	65
1804	3038553	2013	8532	2	\N	18
1804	3038553	2013	8532	3	\N	20
1804	3038553	2013	8532	4	\N	39
1804	3038553	2013	8532	5	\N	67
1804	3038553	2013	8532	6	\N	40
1804	3038553	2013	8532	7	\N	35
1804	3038553	2014	8507	0	\N	40
1804	3038553	2014	8507	1	\N	73
1804	3038553	2014	8507	2	\N	32
1804	3038553	2014	8507	3	\N	26
1804	3038553	2014	8507	4	\N	43
1804	3038553	2014	8507	5	\N	58
1804	3038553	2014	8507	6	\N	38
1804	3038553	2014	8507	7	\N	21
1804	3038553	2014	8507	8	\N	11
1804	3038553	2014	8507	10	\N	6
1804	3038553	2014	8532	0	\N	43
1804	3038553	2014	8532	1	\N	63
1804	3038553	2014	8532	2	\N	27
1804	3038553	2014	8532	3	\N	28
1804	3038553	2014	8532	4	\N	38
1804	3038553	2014	8532	5	\N	61
1804	3038553	2014	8532	6	\N	41
1804	3038553	2014	8532	7	\N	36
1804	3038553	2014	8532	8	\N	7
1804	3038553	2015	8507	0	\N	41
1804	3038553	2015	8507	1	\N	66
1804	3038553	2015	8507	2	\N	31
1804	3038553	2015	8507	3	\N	15
1804	3038553	2015	8507	4	\N	29
1804	3038553	2015	8507	5	\N	54
1804	3038553	2015	8507	6	\N	35
1804	3038553	2015	8507	7	\N	22
1804	3038553	2015	8507	8	\N	11
1804	3038553	2015	8507	10	\N	6
1804	3038553	2015	8532	0	\N	42
1804	3038553	2015	8532	1	\N	59
1804	3038553	2015	8532	2	\N	24
1804	3038553	2015	8532	3	\N	28
1804	3038553	2015	8532	4	\N	47
1804	3038553	2015	8532	5	\N	63
1804	3038553	2015	8532	6	\N	39
1804	3038553	2015	8532	7	\N	42
1804	3038553	2015	8532	8	\N	8
1804	3038553	2016	8507	0	\N	42
1804	3038553	2016	8507	1	\N	64
1804	3038553	2016	8507	2	\N	24
1804	3038553	2016	8507	3	\N	28
1804	3038553	2016	8507	4	\N	44
1804	3038553	2016	8507	5	\N	57
1804	3038553	2016	8507	6	\N	44
1804	3038553	2016	8507	7	\N	25
1804	3038553	2016	8507	8	\N	12
1804	3038553	2016	8532	0	\N	40
1804	3038553	2016	8532	1	\N	63
1804	3038553	2016	8532	2	\N	28
1804	3038553	2016	8532	3	\N	16
1804	3038553	2016	8532	4	\N	45
1804	3038553	2016	8532	5	\N	68
1804	3038553	2016	8532	6	\N	41
1804	3038553	2016	8532	7	\N	38
1804	3038553	2016	8532	8	\N	13
1804	3038553	2017	8507	0	\N	42
1804	3038553	2017	8507	1	\N	59
1804	3038553	2017	8507	2	\N	28
1804	3038553	2017	8507	3	\N	29
1804	3038553	2017	8507	4	\N	33
1804	3038553	2017	8507	5	\N	59
1804	3038553	2017	8507	6	\N	43
1804	3038553	2017	8507	7	\N	28
1804	3038553	2017	8507	8	\N	10
1804	3038553	2017	8532	0	\N	45
1804	3038553	2017	8532	1	\N	53
1804	3038553	2017	8532	2	\N	22
1804	3038553	2017	8532	3	\N	30
1804	3038553	2017	8532	4	\N	36
1804	3038553	2017	8532	5	\N	67
1804	3038553	2017	8532	6	\N	45
1804	3038553	2017	8532	7	\N	41
1804	3038553	2017	8532	8	\N	12
1804	3038553	2018	8507	0	\N	48
1804	3038553	2018	8507	1	\N	53
1804	3038553	2018	8507	2	\N	31
1804	3038553	2018	8507	3	\N	18
1804	3038553	2018	8507	4	\N	42
1804	3038553	2018	8507	5	\N	53
1804	3038553	2018	8507	6	\N	43
1804	3038553	2018	8507	7	\N	31
1804	3038553	2018	8507	8	\N	13
1804	3038553	2018	8507	10	\N	6
1804	3038553	2018	8532	0	\N	44
1804	3038553	2018	8532	1	\N	49
1804	3038553	2018	8532	2	\N	22
1804	3038553	2018	8532	3	\N	27
1804	3038553	2018	8532	4	\N	40
1804	3038553	2018	8532	5	\N	69
1804	3038553	2018	8532	6	\N	49
1804	3038553	2018	8532	7	\N	41
1804	3038553	2018	8532	8	\N	13
1804	3038553	2018	8532	10	\N	6
1804	3043111	2009	8507	0	\N	6
1804	3043111	2009	8507	1	\N	13
1804	3043111	2009	8507	2	\N	12
1804	3043111	2009	8507	3	\N	9
1804	3043111	2009	8507	4	\N	12
1804	3043111	2009	8507	5	\N	12
1804	3043111	2009	8507	6	\N	6
1804	3043111	2009	8532	0	\N	9
1804	3043111	2009	8532	1	\N	17
1804	3043111	2009	8532	2	\N	16
1804	3043111	2009	8532	3	\N	13
1804	3043111	2009	8532	4	\N	13
1804	3043111	2009	8532	5	\N	9
1804	3043111	2009	8532	6	\N	10
1804	3043111	2009	8532	7	\N	6
1804	3043111	2010	8507	0	\N	15
1804	3043111	2010	8507	1	\N	13
1804	3043111	2010	8507	2	\N	9
1804	3043111	2010	8507	3	\N	6
1804	3043111	2010	8507	4	\N	18
1804	3043111	2010	8507	5	\N	10
1804	3043111	2010	8507	6	\N	10
1804	3043111	2010	8532	0	\N	15
1804	3043111	2010	8532	1	\N	11
1804	3043111	2010	8532	2	\N	9
1804	3043111	2010	8532	3	\N	8
1804	3043111	2010	8532	4	\N	9
1804	3043111	2010	8532	5	\N	14
1804	3043111	2010	8532	6	\N	6
1804	3043111	2011	8507	0	\N	16
1804	3043111	2011	8507	1	\N	20
1804	3043111	2011	8507	2	\N	12
1804	3043111	2011	8507	3	\N	7
1804	3043111	2011	8507	4	\N	12
1804	3043111	2011	8507	5	\N	9
1804	3043111	2011	8507	7	\N	7
1804	3043111	2011	8532	0	\N	10
